sale_price,square_feet,bedrooms,bathrooms,age_years,lot_size,garage_spaces,has_pool,neighborhood,quality_rating
617315.0,2442.0,1,3,69.0,15277,2,0,Suburban,6
849186.0,3432.0,2,2,28.0,4792,2,1,Waterfront,8
802552.0,4186.0,1,4,68.0,10412,0,0,Suburban,2
872446.0,3008.0,4,3,20.0,17385,2,0,Waterfront,3
521983.0,2102.0,1,4,34.0,4570,0,1,Suburban,9
557557.0,2092.0,2,4,77.0,11680,0,0,Suburban,5
480192.0,2133.0,3,4,81.0,5904,0,0,Suburban,6
841646.0,3539.0,4,1,78.0,12498,1,0,Downtown,5
535663.0,1790.0,3,2,26.0,6434,2,0,Downtown,3
466472.0,1242.0,5,3,71.0,21291,0,0,Suburban,9
507825.0,1836.0,5,4,79.0,3072,2,0,Downtown,8
412366.0,730.0,1,4,83.0,21253,1,1,Waterfront,7
549969.0,1026.0,5,4,1.0,17733,1,0,Downtown,4
476820.0,969.0,4,4,63.0,19040,2,0,Downtown,7
835535.0,3389.0,4,2,84.0,18955,1,0,Rural,10
708716.0,3214.0,1,2,64.0,5345,1,0,Downtown,7
864302.0,3123.0,4,2,19.0,20587,2,0,Waterfront,5
556421.0,2289.0,4,3,64.0,13682,1,0,Rural,3
834349.0,3195.0,3,2,8.0,21224,1,0,Downtown,6
421766.0,1222.0,1,1,40.0,19502,0,0,Suburban,4
899769.0,3847.0,3,3,53.0,13382,0,0,Suburban,7
637323.0,2428.0,5,2,38.0,9176,0,0,Rural,1
824600.0,3980.0,4,4,59.0,3904,0,0,Rural,2
402090.0,1190.0,1,4,20.0,3572,0,0,Suburban,8
675319.0,2415.0,5,3,51.0,9489,2,0,Suburban,4
756398.0,3121.0,5,3,54.0,18124,0,0,Suburban,5
591957.0,2409.0,1,2,53.0,11859,1,0,Suburban,6
645504.0,2233.0,5,3,24.0,11376,2,0,Waterfront,5
417158.0,1240.0,3,1,,6511,2,0,Suburban,8
594788.0,2002.0,3,3,21.0,13070,1,0,Suburban,3
519887.0,1497.0,3,4,39.0,14580,0,0,Suburban,8
597479.0,1720.0,4,1,49.0,21633,2,0,Rural,3
797389.0,3077.0,5,3,30.0,16453,0,0,Waterfront,4
787791.0,2887.0,4,3,34.0,13947,2,0,Downtown,6
860204.0,2805.0,5,2,24.0,20156,2,0,Downtown,9
557259.0,1934.0,5,3,18.0,10212,0,0,Suburban,3
967632.0,4056.0,1,3,55.0,20666,2,0,Suburban,6
284099.0,961.0,2,4,69.0,9084,0,1,Suburban,1
486958.0,1866.0,4,3,24.0,4119,0,0,Downtown,1
462438.0,1068.0,3,4,73.0,10061,2,1,Suburban,8
500177.0,1853.0,1,4,48.0,4139,2,0,Suburban,8
863666.0,4064.0,1,4,14.0,3927,0,1,Suburban,4
666042.0,1950.0,3,4,31.0,19564,2,1,Suburban,7
964037.0,3875.0,4,2,0.0,17792,2,0,Rural,4
601518.0,2407.0,1,4,3.0,6034,2,0,Suburban,3
832022.0,3133.0,1,4,28.0,18673,0,1,Rural,5
566701.0,2273.0,1,4,38.0,2912,0,1,Suburban,4
542639.0,1593.0,3,4,67.0,7330,2,1,Suburban,9
926400.0,3363.0,1,4,11.0,15975,2,0,Suburban,5
873252.0,4090.0,3,4,71.0,7727,2,0,Downtown,4
649636.0,1585.0,3,2,19.0,16475,1,0,Downtown,6
885202.0,3414.0,3,4,11.0,19423,0,0,Suburban,8
451116.0,1577.0,4,3,,2854,2,0,Rural,3
688875.0,3194.0,3,4,65.0,1991,0,0,Suburban,10
875788.0,3450.0,4,3,51.0,20770,1,0,Downtown,5
735862.0,2245.0,4,4,9.0,12169,2,0,Suburban,7
864563.0,3266.0,5,2,9.0,11882,1,0,Downtown,10
544776.0,1616.0,4,2,33.0,11005,0,0,Rural,5
356580.0,931.0,3,4,38.0,10389,0,0,Rural,2
408647.0,992.0,3,3,84.0,15647,1,0,Suburban,8
598033.0,2236.0,2,4,24.0,13384,2,0,Suburban,1
873466.0,3854.0,3,3,16.0,4849,1,0,Suburban,5
425986.0,1102.0,1,3,80.0,14346,2,0,Suburban,10
673046.0,2268.0,5,4,13.0,15200,0,1,Rural,5
801771.0,3149.0,5,4,2.0,3828,2,0,Rural,7
557949.0,1368.0,1,4,35.0,9223,2,0,Suburban,6
800955.0,3211.0,4,3,34.0,17705,1,0,Suburban,3
482151.0,1736.0,1,4,52.0,14183,2,0,Downtown,4
722786.0,3520.0,4,2,74.0,4295,1,0,Downtown,6
559980.0,2706.0,1,4,79.0,2321,1,1,Downtown,2
718075.0,2591.0,3,1,24.0,13414,2,0,Suburban,5
439991.0,1277.0,4,2,83.0,10965,2,0,Waterfront,5
759858.0,2294.0,4,4,53.0,21201,2,0,Suburban,9
832742.0,3690.0,3,4,5.0,12206,0,0,Downtown,2
467568.0,719.0,5,4,79.0,20595,2,0,Downtown,9
757283.0,3342.0,4,4,11.0,5893,0,0,Suburban,5
610260.0,2399.0,2,4,50.0,10670,1,0,Rural,7
698588.0,3204.0,4,3,67.0,4362,1,1,Suburban,6
715162.0,3004.0,4,2,21.0,13271,1,0,Rural,3
645550.0,2183.0,2,1,23.0,5363,2,0,Rural,10
576225.0,1745.0,4,2,40.0,11591,2,1,Downtown,3
634878.0,2876.0,5,1,75.0,8554,0,0,Suburban,1
437466.0,1147.0,5,3,,5307,0,0,Waterfront,8
656954.0,2723.0,4,4,56.0,3484,0,0,Suburban,7
426210.0,986.0,4,4,38.0,11997,2,0,Downtown,9
825713.0,2956.0,2,2,9.0,20920,1,0,Waterfront,5
673557.0,2882.0,4,4,60.0,5574,2,0,Rural,1
359725.0,949.0,2,4,,9802,2,0,Suburban,1
791741.0,3339.0,3,4,48.0,6104,2,0,Suburban,5
566619.0,2126.0,2,2,14.0,18083,0,0,Downtown,3
782739.0,3443.0,2,3,13.0,10005,0,0,Rural,10
376214.0,797.0,1,4,35.0,21475,1,0,Suburban,2
479637.0,1287.0,5,2,43.0,6525,1,0,Downtown,9
582139.0,2403.0,1,3,46.0,3155,2,0,Suburban,3
382630.0,1318.0,1,2,20.0,13441,0,1,Waterfront,2
543296.0,1821.0,5,4,42.0,14859,1,0,Rural,3
752103.0,2995.0,3,4,25.0,21810,0,0,Downtown,2
420312.0,1163.0,3,1,58.0,19363,0,1,Downtown,5
678814.0,3055.0,4,1,67.0,19625,0,0,Waterfront,4
342756.0,1017.0,2,4,55.0,14501,0,0,Waterfront,6
444247.0,1271.0,1,4,0.0,8876,1,0,Suburban,6
624229.0,2736.0,4,4,84.0,10295,1,0,Suburban,1
713705.0,3466.0,1,2,2.0,4241,1,0,Suburban,2
369459.0,1255.0,3,4,84.0,10337,1,0,Suburban,2
597598.0,1714.0,5,2,2.0,8970,2,0,Downtown,2
810660.0,3934.0,5,4,43.0,2235,2,0,Downtown,1
888423.0,4163.0,2,2,9.0,5691,1,0,Downtown,4
771118.0,2712.0,4,2,8.0,12459,1,0,Rural,6
576296.0,2236.0,4,2,58.0,9071,2,0,Downtown,4
576633.0,1881.0,3,2,61.0,21867,2,0,Downtown,4
735808.0,2824.0,1,4,10.0,11309,0,0,Suburban,5
692455.0,2747.0,2,1,83.0,21153,2,0,Downtown,6
560607.0,,4,2,27.0,15044,0,0,Downtown,4
319460.0,730.0,5,1,27.0,2328,1,0,Suburban,3
389288.0,1187.0,1,4,25.0,5670,1,0,Suburban,5
931382.0,4052.0,4,3,39.0,15968,1,0,Suburban,1
645693.0,2134.0,5,4,15.0,12674,0,0,Waterfront,5
728151.0,2362.0,5,3,36.0,7686,2,0,Downtown,10
600075.0,2308.0,3,3,17.0,12202,0,0,Waterfront,4
837007.0,3428.0,1,4,4.0,20011,0,0,Waterfront,2
395183.0,880.0,2,1,31.0,9468,2,0,Rural,8
374207.0,943.0,5,4,57.0,2424,2,0,Suburban,2
400298.0,1629.0,5,3,64.0,7874,0,0,Suburban,2
743595.0,2377.0,4,3,30.0,20685,2,0,Suburban,2
824472.0,3032.0,1,2,27.0,17116,2,0,Suburban,9
605380.0,2392.0,1,4,66.0,18668,0,0,Downtown,10
684214.0,2216.0,3,3,57.0,20187,1,0,Waterfront,6
880856.0,3979.0,3,1,70.0,3908,1,0,Suburban,7
396796.0,1221.0,1,4,77.0,7294,0,1,Rural,7
622350.0,2679.0,4,1,69.0,2726,0,0,Suburban,7
523793.0,2574.0,3,1,79.0,1597,0,0,Downtown,6
619420.0,2330.0,1,4,35.0,18611,0,0,Suburban,10
813962.0,3516.0,1,2,33.0,20707,1,0,Suburban,8
460514.0,1597.0,3,4,27.0,4693,1,0,Suburban,1
909266.0,4035.0,4,2,19.0,16304,0,0,Suburban,4
526522.0,1827.0,5,1,63.0,12465,0,1,Downtown,10
588450.0,2584.0,3,4,60.0,2919,0,1,Suburban,5
688255.0,2498.0,2,3,68.0,20272,2,0,Suburban,3
906034.0,3666.0,5,3,14.0,19360,0,0,Waterfront,9
636324.0,2208.0,3,3,41.0,13132,2,0,Downtown,7
609084.0,1660.0,2,3,18.0,16011,1,0,Suburban,6
285917.0,726.0,3,2,75.0,9643,2,0,Downtown,5
624466.0,1941.0,1,4,22.0,17753,1,1,Suburban,2
786940.0,,2,2,12.0,10622,0,0,Suburban,4
422814.0,685.0,3,3,48.0,21778,1,0,Suburban,5
860446.0,3831.0,5,4,74.0,2793,0,0,Waterfront,10
584256.0,2577.0,4,3,77.0,5029,0,0,Downtown,4
518674.0,1147.0,4,3,8.0,21359,0,0,Suburban,2
458233.0,1722.0,3,2,27.0,7420,0,1,Downtown,5
685609.0,2616.0,1,1,13.0,7868,0,0,Downtown,10
511734.0,1770.0,2,2,26.0,17721,0,0,Suburban,5
422893.0,1035.0,5,4,45.0,5381,2,0,Downtown,4
774791.0,3014.0,1,3,23.0,12027,1,1,Suburban,7
808465.0,3036.0,5,3,5.0,7363,1,0,Suburban,7
415066.0,1072.0,4,4,43.0,5557,2,0,Rural,3
597186.0,1648.0,2,4,4.0,21269,0,0,Suburban,10
461431.0,1515.0,4,4,19.0,5597,1,0,Suburban,6
779344.0,2990.0,5,2,0.0,3432,2,1,Suburban,1
816280.0,3242.0,1,3,7.0,15315,1,0,Downtown,5
891210.0,3230.0,1,3,37.0,19279,1,1,Downtown,10
781499.0,3982.0,4,2,72.0,4113,0,0,Suburban,4
747717.0,3378.0,5,2,65.0,16010,0,0,Waterfront,6
555869.0,1788.0,1,1,8.0,12586,0,0,Downtown,7
494821.0,1032.0,4,3,2.0,18515,0,0,Suburban,8
714992.0,2831.0,1,3,28.0,4102,2,0,Rural,9
903627.0,3901.0,4,4,55.0,21505,1,0,Rural,2
988267.0,4111.0,4,4,63.0,14191,1,0,Suburban,6
461792.0,1467.0,1,2,69.0,18764,2,0,Suburban,6
450941.0,1489.0,4,3,29.0,8920,0,1,Suburban,2
464170.0,782.0,5,2,14.0,20839,0,0,Rural,7
464173.0,1151.0,5,4,2.0,14340,1,0,Downtown,2
666844.0,2619.0,1,3,12.0,4102,2,0,Waterfront,5
783144.0,2591.0,2,2,5.0,20419,1,0,Downtown,4
545786.0,1966.0,2,4,73.0,17813,2,0,Rural,2
543249.0,1750.0,3,3,,7654,0,0,Downtown,9
710896.0,3595.0,1,4,69.0,12686,2,0,Downtown,3
576920.0,2283.0,5,3,47.0,9455,0,0,Downtown,3
838442.0,3519.0,4,4,45.0,12641,0,0,Suburban,9
1010691.0,4069.0,5,4,38.0,21290,1,0,Suburban,9
495479.0,1775.0,1,2,69.0,19927,0,0,Downtown,1
455087.0,1369.0,1,4,3.0,5918,2,0,Suburban,3
1068261.0,4032.0,5,3,7.0,21421,2,0,Suburban,8
715532.0,2903.0,2,3,35.0,10477,1,0,Rural,8
497626.0,1682.0,4,1,33.0,15949,0,0,Rural,10
699511.0,2857.0,5,2,46.0,17166,0,0,Suburban,6
605805.0,2478.0,1,4,62.0,11400,1,0,Downtown,1
808230.0,3864.0,1,2,49.0,10861,1,1,Downtown,9
474305.0,1558.0,1,4,21.0,10856,2,0,Waterfront,2
937572.0,4169.0,1,4,27.0,19182,1,0,Downtown,2
886724.0,3972.0,1,4,63.0,9419,0,0,Suburban,7
500536.0,1291.0,5,4,17.0,7238,0,0,Waterfront,7
410035.0,1234.0,4,3,42.0,8912,2,0,Waterfront,1
613593.0,2542.0,5,1,45.0,5495,0,0,Suburban,2
355193.0,809.0,5,2,63.0,9525,2,0,Suburban,6
456637.0,1710.0,5,2,60.0,3838,0,0,Suburban,3
560978.0,2194.0,2,4,39.0,3339,2,1,Rural,7
986255.0,4091.0,2,1,26.0,16338,2,0,Downtown,5
903173.0,4172.0,5,3,31.0,3087,1,0,Downtown,6
372360.0,1187.0,2,2,34.0,13148,0,0,Suburban,5
922446.0,3815.0,1,2,18.0,17487,2,1,Downtown,4
392881.0,972.0,4,2,53.0,16351,0,0,Suburban,4
828366.0,3307.0,5,3,17.0,10644,1,0,Suburban,7
849764.0,3652.0,5,2,55.0,5469,2,0,Rural,6
914764.0,3812.0,5,1,63.0,20579,2,0,Rural,6
452541.0,1443.0,1,3,81.0,18620,0,0,Suburban,6
934126.0,3821.0,4,1,10.0,14050,2,0,Rural,3
380839.0,1061.0,5,4,64.0,3278,0,0,Downtown,10
656911.0,2491.0,4,1,7.0,2221,2,1,Suburban,6
654554.0,2316.0,5,2,28.0,7962,1,0,Downtown,8
566743.0,1771.0,5,3,14.0,4729,0,0,Rural,9
550797.0,728.0,3,4,13.0,19137,1,0,Rural,10
798369.0,3390.0,1,4,14.0,5719,0,0,Waterfront,7
646169.0,1841.0,3,4,3.0,7294,2,0,Rural,8
814465.0,,2,2,69.0,21502,0,0,Waterfront,5
659449.0,2106.0,1,3,5.0,18274,0,0,Downtown,8
521393.0,1976.0,1,3,33.0,5983,1,0,Waterfront,4
920463.0,3796.0,4,4,59.0,9362,2,0,Suburban,8
299284.0,985.0,3,4,84.0,12072,1,0,Suburban,1
796281.0,3264.0,3,4,72.0,15117,1,0,Suburban,10
862502.0,3301.0,4,4,11.0,20691,1,0,Suburban,3
636563.0,1998.0,3,4,83.0,19358,2,0,Downtown,7
518840.0,1581.0,4,3,55.0,21532,1,0,Downtown,1
310458.0,668.0,1,4,15.0,2333,2,0,Downtown,2
976313.0,3975.0,5,2,38.0,6345,2,0,Suburban,10
956285.0,,3,2,78.0,13041,2,1,Rural,9
444137.0,1505.0,1,4,33.0,2506,2,1,Suburban,3
378766.0,763.0,5,3,15.0,8784,2,0,Suburban,2
371771.0,1085.0,4,1,74.0,4648,0,0,Suburban,9
467333.0,890.0,1,4,81.0,20624,2,0,Suburban,10
645247.0,3600.0,1,2,82.0,2798,2,0,Downtown,2
744229.0,3816.0,1,4,81.0,4542,0,0,Rural,7
369706.0,1194.0,2,4,74.0,5500,2,0,Downtown,3
749308.0,3300.0,1,2,38.0,4546,0,1,Suburban,8
528974.0,1286.0,4,3,16.0,13155,1,0,Rural,5
549738.0,1953.0,3,4,52.0,8969,2,0,Suburban,2
795704.0,2777.0,5,4,18.0,20205,0,0,Rural,4
740623.0,3205.0,4,1,40.0,6846,1,0,Downtown,6
910571.0,3754.0,4,4,55.0,12512,2,1,Rural,8
316952.0,808.0,3,4,80.0,15031,1,0,Rural,1
562121.0,1347.0,1,4,24.0,14332,2,1,Rural,10
527280.0,1645.0,1,2,21.0,17825,0,0,Suburban,7
462432.0,1751.0,4,2,62.0,5638,2,0,Rural,9
1013753.0,4192.0,1,4,0.0,11902,2,0,Waterfront,10
799732.0,3409.0,1,2,48.0,17911,2,0,Suburban,2
477685.0,1787.0,2,3,63.0,19191,0,0,Rural,1
977753.0,4099.0,5,2,46.0,14164,2,0,Rural,8
640696.0,,3,1,32.0,14863,1,0,Suburban,2
586655.0,2427.0,4,1,70.0,19214,1,0,Waterfront,2
565153.0,2189.0,3,2,31.0,14309,1,0,Suburban,5
478155.0,1160.0,1,4,60.0,20951,1,0,Suburban,10
864570.0,3967.0,2,1,39.0,4115,1,0,Downtown,8
416849.0,699.0,1,3,2.0,8631,1,0,Downtown,6
364152.0,1268.0,4,1,45.0,3799,0,0,Rural,2
425148.0,1465.0,1,4,4.0,3356,2,0,Suburban,4
424358.0,1641.0,2,2,79.0,11174,0,0,Suburban,7
370480.0,1117.0,5,4,,6131,0,0,Downtown,2
386023.0,713.0,3,3,31.0,9846,1,1,Suburban,6
729928.0,3055.0,3,4,41.0,10475,1,0,Rural,1
895783.0,4091.0,3,3,52.0,14228,1,1,Rural,4
508201.0,1082.0,4,2,22.0,20886,2,0,Downtown,3
585535.0,1702.0,2,4,24.0,18912,0,0,Suburban,7
686807.0,2447.0,4,3,35.0,9255,0,0,Suburban,10
873776.0,,5,4,21.0,8174,1,0,Suburban,2
805825.0,3114.0,3,4,64.0,17300,2,0,Suburban,8
722774.0,3369.0,3,4,8.0,4034,1,0,Suburban,7
652583.0,2712.0,1,3,70.0,12579,1,0,Suburban,10
594379.0,2130.0,2,2,29.0,10171,1,0,Suburban,10
416690.0,1359.0,5,4,47.0,5247,2,0,Suburban,2
927369.0,3718.0,3,3,13.0,14137,1,0,Suburban,8
831435.0,3504.0,2,4,32.0,8075,2,0,Rural,6
212525.0,739.0,3,2,64.0,5304,2,0,Rural,2
798349.0,3189.0,3,4,23.0,14890,0,1,Suburban,3
363669.0,949.0,3,2,11.0,5071,0,0,Rural,10
854104.0,3273.0,4,1,44.0,15293,2,1,Rural,6
724157.0,3582.0,2,2,13.0,4822,0,0,Downtown,4
445790.0,1115.0,4,4,26.0,10412,1,0,Suburban,4
630779.0,2190.0,3,2,38.0,18063,0,0,Downtown,9
375594.0,1089.0,5,1,47.0,6187,1,0,Rural,3
619749.0,2663.0,1,2,54.0,17236,0,0,Downtown,2
883569.0,,1,4,57.0,16299,1,0,Suburban,6
